Unique Key,Created Date,Closed Date,Agency,Complaint Type,Descriptor,Location Type,Incident Zip,Borough,Status,Resolution Description
164,05/15/2023 12:00:00 AM,09/19/2023 12:00:00 AM,NYPD,Graffiti,Descriptor for Traffic Signal Condition,Park/Playground,11372,QUEENS,Pending,Resolution for complaint 163
165,09/14/2023 12:00:00 AM,,DEP,Sanitation Condition,Descriptor for Plumbing,Street/Sidewalk,10451,QUEENS,In Progress,
166,04/02/2023 12:00:00 AM,,DEP,Illegal Parking,Descriptor for Graffiti,Street/Sidewalk,10451,STATEN ISLAND,Pending,Resolution for complaint 165
167,09/17/2023 12:00:00 AM,02/05/2023 12:00:00 AM,DOB,Street Light Condition,Descriptor for Street Condition,Park/Playground,11201,BROOKLYN,Closed,Resolution for complaint 166
168,02/24/2023 12:00:00 AM,07/22/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Sanitation Condition,School,11215,STATEN ISLAND,Closed,Resolution for complaint 167
169,11/17/2023 12:00:00 AM,03/13/2023 12:00:00 AM,DEP,Graffiti,Descriptor for Blocked Driveway,Street/Sidewalk,11372,BRONX,Pending,Resolution for complaint 168
170,06/02/2023 12:00:00 AM,05/24/2023 12:00:00 AM,DEP,Street Light Condition,Descriptor for Water System,School,11215,MANHATTAN,Open,Resolution for complaint 169
171,11/24/2023 12:00:00 AM,04/18/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Graffiti,Park/Playground,10451,BROOKLYN,Pending,Resolution for complaint 170
172,09/17/2023 12:00:00 AM,06/12/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Blocked Driveway,Park/Playground,11215,MANHATTAN,Open,Resolution for complaint 171
173,11/08/2023 12:00:00 AM,06/25/2023 12:00:00 AM,DEP,Air Quality,Descriptor for Building/Use,Commercial Building,10003,QUEENS,Pending,Resolution for complaint 172
174,04/12/2023 12:00:00 AM,12/29/2023 12:00:00 AM,HPD,Rodent,Descriptor for Paint/Plaster,Park/Playground,10003,BROOKLYN,Pending,
175,03/20/2023 12:00:00 AM,05/06/2023 12:00:00 AM,NYPD,Paint/Plaster,Descriptor for Street Light Condition,Commercial Building,10001,STATEN ISLAND,In Progress,Resolution for complaint 174
176,07/11/2023 12:00:00 AM,06/14/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Plumbing,Commercial Building,10451,BRONX,Pending,Resolution for complaint 175
177,03/24/2023 12:00:00 AM,08/24/2023 12:00:00 AM,FDNY,Sanitation Condition,Descriptor for Noise - Residential,Commercial Building,10003,MANHATTAN,Open,Resolution for complaint 176
178,10/04/2023 12:00:00 AM,06/18/2023 12:00:00 AM,DEP,Graffiti,Descriptor for Sanitation Condition,Street/Sidewalk,11372,MANHATTAN,Open,Resolution for complaint 177
179,09/29/2023 12:00:00 AM,,HPD,Graffiti,Descriptor for Air Quality,Commercial Building,11372,MANHATTAN,Open,Resolution for complaint 178
180,01/01/2023 12:00:00 AM,11/27/2023 12:00:00 AM,DOT,Plumbing,Descriptor for Paint/Plaster,School,11201,STATEN ISLAND,Pending,Resolution for complaint 179
181,11/03/2023 12:00:00 AM,11/08/2023 12:00:00 AM,FDNY,Sanitation Condition,Descriptor for Water System,Park/Playground,10001,MANHATTAN,In Progress,Resolution for complaint 180
182,06/15/2023 12:00:00 AM,01/05/2023 12:00:00 AM,NYPD,Plumbing,Descriptor for Street Light Condition,School,10001,BRONX,Closed,Resolution for complaint 181
183,09/08/2023 12:00:00 AM,07/31/2023 12:00:00 AM,DSNY,Graffiti,Descriptor for Street Light Condition,Commercial Building,11201,BROOKLYN,In Progress,
184,01/10/2023 12:00:00 AM,12/23/2023 12:00:00 AM,DOB,Paint/Plaster,Descriptor for Heat/Hot Water,Park/Playground,11372,QUEENS,In Progress,Resolution for complaint 183
185,02/27/2023 12:00:00 AM,07/21/2023 12:00:00 AM,DPR,Water System,Descriptor for Water System,School,10001,BRONX,Pending,Resolution for complaint 184
186,07/05/2023 12:00:00 AM,11/29/2023 12:00:00 AM,NYPD,Noise - Residential,Descriptor for Plumbing,Commercial Building,10301,QUEENS,Open,Resolution for complaint 185
187,06/07/2023 12:00:00 AM,10/03/2023 12:00:00 AM,DPR,Rodent,Descriptor for Water System,Residential Building,11372,BROOKLYN,Pending,Resolution for complaint 186
188,05/03/2023 12:00:00 AM,,NYPD,Sanitation Condition,Descriptor for Building/Use,Park/Playground,10451,MANHATTAN,Pending,Resolution for complaint 187
189,01/30/2023 12:00:00 AM,12/10/2023 12:00:00 AM,DOT,Graffiti,Descriptor for Air Quality,Park/Playground,11201,BROOKLYN,Closed,Resolution for complaint 188
190,05/04/2023 12:00:00 AM,03/05/2023 12:00:00 AM,DOB,Graffiti,Descriptor for Graffiti,Commercial Building,11215,BROOKLYN,Pending,Resolution for complaint 189
191,10/18/2023 12:00:00 AM,07/12/2023 12:00:00 AM,DPR,Building/Use,Descriptor for Water System,School,11215,QUEENS,In Progress,
192,02/10/2023 12:00:00 AM,07/03/2023 12:00:00 AM,DOB,Paint/Plaster,Descriptor for Noise - Residential,Park/Playground,10002,BRONX,In Progress,
193,02/13/2023 12:00:00 AM,12/23/2023 12:00:00 AM,DPR,Paint/Plaster,Descriptor for Air Quality,School,10001,BROOKLYN,Open,
194,09/06/2023 12:00:00 AM,03/05/2023 12:00:00 AM,DSNY,Building/Use,Descriptor for Blocked Driveway,Street/Sidewalk,11372,QUEENS,In Progress,Resolution for complaint 193
195,02/05/2023 12:00:00 AM,04/09/2023 12:00:00 AM,DSNY,Blocked Driveway,Descriptor for Plumbing,Park/Playground,11201,QUEENS,In Progress,Resolution for complaint 194
196,09/30/2023 12:00:00 AM,04/24/2023 12:00:00 AM,DPR,Heat/Hot Water,Descriptor for Sanitation Condition,Commercial Building,11215,BROOKLYN,Open,Resolution for complaint 195
197,03/06/2023 12:00:00 AM,05/24/2023 12:00:00 AM,NYPD,Noise - Residential,Descriptor for Heat/Hot Water,School,11201,BRONX,Closed,Resolution for complaint 196
198,03/07/2023 12:00:00 AM,12/30/2023 12:00:00 AM,DOT,Paint/Plaster,Descriptor for Illegal Parking,Park/Playground,10002,BRONX,Open,
199,12/04/2023 12:00:00 AM,02/16/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Street Condition,Residential Building,10003,BROOKLYN,In Progress,Resolution for complaint 198
200,09/01/2023 12:00:00 AM,11/17/2023 12:00:00 AM,NYPD,Street Condition,Descriptor for Illegal Parking,Street/Sidewalk,10301,STATEN ISLAND,In Progress,Resolution for complaint 199
201,10/09/2023 12:00:00 AM,04/24/2023 12:00:00 AM,HPD,Blocked Driveway,Descriptor for Water System,Residential Building,10003,BROOKLYN,Closed,Resolution for complaint 200
202,03/26/2023 12:00:00 AM,,DSNY,Air Quality,Descriptor for Blocked Driveway,Residential Building,10301,MANHATTAN,Pending,Resolution for complaint 201
203,05/16/2023 12:00:00 AM,07/05/2023 12:00:00 AM,DOT,Water System,Descriptor for Street Condition,Residential Building,10301,BRONX,Closed,Resolution for complaint 202
204,09/28/2023 12:00:00 AM,,DOB,Building/Use,Descriptor for Street Condition,Street/Sidewalk,11201,BRONX,Closed,
205,11/07/2023 12:00:00 AM,12/27/2023 12:00:00 AM,DOB,Sanitation Condition,Descriptor for Street Condition,Commercial Building,11215,QUEENS,Pending,
206,08/05/2023 12:00:00 AM,04/18/2023 12:00:00 AM,DEP,Noise - Residential,Descriptor for Plumbing,Commercial Building,10001,QUEENS,In Progress,
207,04/19/2023 12:00:00 AM,,DSNY,Noise - Residential,Descriptor for Heat/Hot Water,Commercial Building,10301,QUEENS,Pending,
208,10/04/2023 12:00:00 AM,11/23/2023 12:00:00 AM,NYPD,Illegal Parking,Descriptor for Rodent,Park/Playground,11201,BRONX,Closed,Resolution for complaint 207
209,12/20/2023 12:00:00 AM,05/23/2023 12:00:00 AM,NYPD,Building/Use,Descriptor for Illegal Parking,Commercial Building,10003,BRONX,In Progress,Resolution for complaint 208
210,04/13/2023 12:00:00 AM,09/10/2023 12:00:00 AM,DSNY,Illegal Parking,Descriptor for Blocked Driveway,Commercial Building,10002,BRONX,Closed,Resolution for complaint 209
211,01/01/2024 12:00:00 AM,,DEP,Sanitation Condition,Descriptor for Building/Use,Street/Sidewalk,10002,MANHATTAN,In Progress,
212,06/09/2023 12:00:00 AM,,DOT,Noise - Residential,Descriptor for Plumbing,Street/Sidewalk,10451,BROOKLYN,Open,Resolution for complaint 211
213,07/24/2023 12:00:00 AM,12/11/2023 12:00:00 AM,FDNY,Graffiti,Descriptor for Sanitation Condition,Commercial Building,10301,BRONX,In Progress,Resolution for complaint 212
214,12/10/2023 12:00:00 AM,10/17/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Blocked Driveway,Park/Playground,10002,MANHATTAN,Closed,Resolution for complaint 213
215,11/29/2023 12:00:00 AM,,DOT,Street Condition,Descriptor for Building/Use,School,10301,BRONX,Pending,Resolution for complaint 214
216,07/11/2023 12:00:00 AM,02/03/2023 12:00:00 AM,DOB,Building/Use,Descriptor for Heat/Hot Water,School,10301,MANHATTAN,In Progress,Resolution for complaint 215
217,08/13/2023 12:00:00 AM,,DEP,Heat/Hot Water,Descriptor for Illegal Parking,Commercial Building,10002,MANHATTAN,Pending,Resolution for complaint 216
218,09/22/2023 12:00:00 AM,04/27/2023 12:00:00 AM,NYPD,Noise - Residential,Descriptor for Rodent,Street/Sidewalk,10002,MANHATTAN,Open,Resolution for complaint 217
219,08/20/2023 12:00:00 AM,05/21/2023 12:00:00 AM,FDNY,Sanitation Condition,Descriptor for Water System,School,10001,STATEN ISLAND,Pending,Resolution for complaint 218
220,03/03/2023 12:00:00 AM,,FDNY,Street Light Condition,Descriptor for Heat/Hot Water,Commercial Building,11201,QUEENS,Pending,Resolution for complaint 219
221,05/07/2023 12:00:00 AM,12/21/2023 12:00:00 AM,HPD,Building/Use,Descriptor for Building/Use,School,11215,QUEENS,Open,Resolution for complaint 220
222,04/26/2023 12:00:00 AM,11/11/2023 12:00:00 AM,DPR,Air Quality,Descriptor for Sanitation Condition,Commercial Building,10001,BRONX,Closed,Resolution for complaint 221
223,02/02/2023 12:00:00 AM,,NYPD,Air Quality,Descriptor for Street Condition,Commercial Building,10003,QUEENS,In Progress,Resolution for complaint 222
224,06/23/2023 12:00:00 AM,08/21/2023 12:00:00 AM,DEP,Traffic Signal Condition,Descriptor for Street Condition,Park/Playground,10001,BROOKLYN,Pending,Resolution for complaint 223
225,01/11/2023 12:00:00 AM,,DEP,Sanitation Condition,Descriptor for Heat/Hot Water,Residential Building,10301,STATEN ISLAND,Open,Resolution for complaint 224
226,10/29/2023 12:00:00 AM,12/11/2023 12:00:00 AM,FDNY,Building/Use,Descriptor for Building/Use,Commercial Building,11201,STATEN ISLAND,Closed,Resolution for complaint 225
227,10/11/2023 12:00:00 AM,01/27/2023 12:00:00 AM,DPR,Paint/Plaster,Descriptor for Noise - Residential,Residential Building,10451,BROOKLYN,Closed,Resolution for complaint 226
228,04/28/2023 12:00:00 AM,06/15/2023 12:00:00 AM,DEP,Graffiti,Descriptor for Traffic Signal Condition,Commercial Building,10002,QUEENS,Closed,Resolution for complaint 227
229,10/29/2023 12:00:00 AM,07/28/2023 12:00:00 AM,FDNY,Blocked Driveway,Descriptor for Street Light Condition,Commercial Building,10301,BRONX,Closed,Resolution for complaint 228
230,04/23/2023 12:00:00 AM,,DSNY,Water System,Descriptor for Street Condition,Residential Building,11215,STATEN ISLAND,Open,Resolution for complaint 229
231,01/04/2023 12:00:00 AM,08/27/2023 12:00:00 AM,DOT,Air Quality,Descriptor for Water System,Commercial Building,11372,QUEENS,Pending,Resolution for complaint 230
232,02/06/2023 12:00:00 AM,09/22/2023 12:00:00 AM,DOB,Paint/Plaster,Descriptor for Graffiti,Park/Playground,10301,BROOKLYN,Pending,Resolution for complaint 231
233,12/29/2023 12:00:00 AM,04/25/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Blocked Driveway,Street/Sidewalk,11215,BRONX,Pending,Resolution for complaint 232
234,11/20/2023 12:00:00 AM,,DEP,Blocked Driveway,Descriptor for Building/Use,Street/Sidewalk,10002,MANHATTAN,Open,Resolution for complaint 233
235,01/31/2023 12:00:00 AM,09/30/2023 12:00:00 AM,DOT,Street Condition,Descriptor for Street Light Condition,Park/Playground,10301,MANHATTAN,Closed,Resolution for complaint 234
236,04/28/2023 12:00:00 AM,01/03/2023 12:00:00 AM,DPR,Water System,Descriptor for Street Condition,Residential Building,10002,BRONX,Closed,Resolution for complaint 235
237,02/04/2023 12:00:00 AM,06/21/2023 12:00:00 AM,DEP,Blocked Driveway,Descriptor for Air Quality,Park/Playground,11215,MANHATTAN,Open,Resolution for complaint 236
238,01/17/2023 12:00:00 AM,,DOT,Plumbing,Descriptor for Blocked Driveway,School,10001,STATEN ISLAND,Closed,Resolution for complaint 237
239,06/19/2023 12:00:00 AM,01/13/2023 12:00:00 AM,FDNY,Street Condition,Descriptor for Building/Use,Commercial Building,10001,QUEENS,Pending,Resolution for complaint 238
240,02/06/2023 12:00:00 AM,04/26/2023 12:00:00 AM,DOT,Water System,Descriptor for Paint/Plaster,Residential Building,10001,BRONX,Pending,Resolution for complaint 239
241,09/21/2023 12:00:00 AM,08/05/2023 12:00:00 AM,DPR,Graffiti,Descriptor for Street Condition,Residential Building,10001,STATEN ISLAND,In Progress,Resolution for complaint 240
242,05/02/2023 12:00:00 AM,05/08/2023 12:00:00 AM,HPD,Heat/Hot Water,Descriptor for Noise - Residential,School,10001,MANHATTAN,Open,
243,05/23/2023 12:00:00 AM,,DOB,Plumbing,Descriptor for Street Condition,Residential Building,10002,MANHATTAN,Open,Resolution for complaint 242
244,12/09/2023 12:00:00 AM,02/02/2023 12:00:00 AM,HPD,Sanitation Condition,Descriptor for Plumbing,School,11201,BRONX,Open,Resolution for complaint 243
245,09/06/2023 12:00:00 AM,02/19/2023 12:00:00 AM,DSNY,Air Quality,Descriptor for Graffiti,Park/Playground,11201,STATEN ISLAND,Closed,Resolution for complaint 244
246,04/20/2023 12:00:00 AM,,DSNY,Street Light Condition,Descriptor for Rodent,Residential Building,10001,MANHATTAN,In Progress,
247,10/04/2023 12:00:00 AM,01/13/2023 12:00:00 AM,DOT,Rodent,Descriptor for Rodent,Street/Sidewalk,10003,STATEN ISLAND,Pending,Resolution for complaint 246
248,03/09/2023 12:00:00 AM,11/17/2023 12:00:00 AM,DOT,Traffic Signal Condition,Descriptor for Street Light Condition,School,10002,STATEN ISLAND,Open,
249,10/20/2023 12:00:00 AM,05/09/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Noise - Residential,Park/Playground,11215,BRONX,In Progress,Resolution for complaint 248
250,10/23/2023 12:00:00 AM,,DOT,Illegal Parking,Descriptor for Rodent,Commercial Building,10001,QUEENS,In Progress,Resolution for complaint 249
251,08/31/2023 12:00:00 AM,06/24/2023 12:00:00 AM,DEP,Traffic Signal Condition,Descriptor for Graffiti,School,11215,STATEN ISLAND,Closed,Resolution for complaint 250
252,05/05/2023 12:00:00 AM,06/20/2023 12:00:00 AM,DOT,Blocked Driveway,Descriptor for Water System,Commercial Building,10001,MANHATTAN,Closed,Resolution for complaint 251
253,08/31/2023 12:00:00 AM,05/02/2023 12:00:00 AM,NYPD,Paint/Plaster,Descriptor for Street Light Condition,Commercial Building,10002,QUEENS,In Progress,Resolution for complaint 252
254,07/28/2023 12:00:00 AM,11/04/2023 12:00:00 AM,DEP,Building/Use,Descriptor for Graffiti,School,10002,STATEN ISLAND,In Progress,Resolution for complaint 253
255,04/08/2023 12:00:00 AM,02/18/2023 12:00:00 AM,DEP,Plumbing,Descriptor for Rodent,Commercial Building,11201,STATEN ISLAND,Closed,Resolution for complaint 254
256,02/18/2023 12:00:00 AM,10/24/2023 12:00:00 AM,DPR,Air Quality,Descriptor for Graffiti,Street/Sidewalk,10003,MANHATTAN,In Progress,Resolution for complaint 255
257,02/19/2023 12:00:00 AM,,FDNY,Sanitation Condition,Descriptor for Blocked Driveway,Street/Sidewalk,10002,STATEN ISLAND,Closed,Resolution for complaint 256
258,12/04/2023 12:00:00 AM,01/18/2023 12:00:00 AM,HPD,Air Quality,Descriptor for Sanitation Condition,School,11372,BRONX,Pending,
259,08/09/2023 12:00:00 AM,12/22/2023 12:00:00 AM,DEP,Sanitation Condition,Descriptor for Noise - Residential,School,10002,BROOKLYN,Open,Resolution for complaint 258
260,07/01/2023 12:00:00 AM,,NYPD,Sanitation Condition,Descriptor for Paint/Plaster,Residential Building,10003,BROOKLYN,Open,Resolution for complaint 259
261,08/05/2023 12:00:00 AM,,DPR,Illegal Parking,Descriptor for Blocked Driveway,Street/Sidewalk,10301,STATEN ISLAND,In Progress,Resolution for complaint 260
262,07/30/2023 12:00:00 AM,08/15/2023 12:00:00 AM,DPR,Traffic Signal Condition,Descriptor for Paint/Plaster,Street/Sidewalk,10301,BROOKLYN,Closed,
263,08/28/2023 12:00:00 AM,,DEP,Rodent,Descriptor for Heat/Hot Water,Street/Sidewalk,10003,BRONX,Closed,Resolution for complaint 262
264,01/28/2023 12:00:00 AM,08/10/2023 12:00:00 AM,HPD,Street Condition,Descriptor for Blocked Driveway,Commercial Building,11215,STATEN ISLAND,Open,Resolution for complaint 263
265,12/11/2023 12:00:00 AM,,DSNY,Sanitation Condition,Descriptor for Plumbing,Residential Building,11215,QUEENS,In Progress,Resolution for complaint 264
266,12/01/2023 12:00:00 AM,10/14/2023 12:00:00 AM,DSNY,Blocked Driveway,Descriptor for Illegal Parking,School,11201,MANHATTAN,Open,Resolution for complaint 265
267,11/27/2023 12:00:00 AM,,FDNY,Illegal Parking,Descriptor for Illegal Parking,School,10301,STATEN ISLAND,In Progress,Resolution for complaint 266
268,02/20/2023 12:00:00 AM,07/25/2023 12:00:00 AM,DEP,Rodent,Descriptor for Water System,Park/Playground,10451,BRONX,Pending,Resolution for complaint 267
269,02/01/2023 12:00:00 AM,,NYPD,Street Light Condition,Descriptor for Noise - Residential,Park/Playground,11215,MANHATTAN,Closed,Resolution for complaint 268
270,07/26/2023 12:00:00 AM,04/30/2023 12:00:00 AM,NYPD,Heat/Hot Water,Descriptor for Sanitation Condition,Residential Building,11372,STATEN ISLAND,Pending,Resolution for complaint 269
271,06/23/2023 12:00:00 AM,12/04/2023 12:00:00 AM,HPD,Air Quality,Descriptor for Street Light Condition,Residential Building,10451,QUEENS,Open,Resolution for complaint 270
272,02/25/2023 12:00:00 AM,08/21/2023 12:00:00 AM,DSNY,Rodent,Descriptor for Blocked Driveway,School,10002,BRONX,In Progress,Resolution for complaint 271
273,05/08/2023 12:00:00 AM,08/08/2023 12:00:00 AM,FDNY,Blocked Driveway,Descriptor for Street Light Condition,Residential Building,11215,MANHATTAN,Pending,Resolution for complaint 272
274,04/09/2023 12:00:00 AM,11/14/2023 12:00:00 AM,DOB,Air Quality,Descriptor for Traffic Signal Condition,Residential Building,10451,QUEENS,In Progress,Resolution for complaint 273
275,04/08/2023 12:00:00 AM,,HPD,Graffiti,Descriptor for Illegal Parking,Park/Playground,10002,BRONX,Open,Resolution for complaint 274
276,10/02/2023 12:00:00 AM,12/12/2023 12:00:00 AM,FDNY,Rodent,Descriptor for Paint/Plaster,Park/Playground,11372,BROOKLYN,In Progress,Resolution for complaint 275
277,08/18/2023 12:00:00 AM,08/21/2023 12:00:00 AM,DSNY,Traffic Signal Condition,Descriptor for Rodent,Park/Playground,11201,MANHATTAN,Closed,Resolution for complaint 276
278,03/13/2023 12:00:00 AM,10/28/2023 12:00:00 AM,DOT,Illegal Parking,Descriptor for Graffiti,Commercial Building,11201,MANHATTAN,Pending,Resolution for complaint 277
279,08/05/2023 12:00:00 AM,,NYPD,Graffiti,Descriptor for Heat/Hot Water,Street/Sidewalk,10451,MANHATTAN,Pending,Resolution for complaint 278
280,04/04/2023 12:00:00 AM,,FDNY,Plumbing,Descriptor for Sanitation Condition,Park/Playground,11372,MANHATTAN,Pending,Resolution for complaint 279
281,05/23/2023 12:00:00 AM,02/04/2023 12:00:00 AM,FDNY,Street Light Condition,Descriptor for Air Quality,Residential Building,10301,QUEENS,Open,Resolution for complaint 280
282,08/25/2023 12:00:00 AM,04/10/2023 12:00:00 AM,DPR,Illegal Parking,Descriptor for Illegal Parking,Commercial Building,11215,BRONX,Closed,Resolution for complaint 281
283,05/08/2023 12:00:00 AM,03/06/2023 12:00:00 AM,DPR,Street Light Condition,Descriptor for Blocked Driveway,School,10301,MANHATTAN,Closed,Resolution for complaint 282
284,02/08/2023 12:00:00 AM,05/12/2023 12:00:00 AM,DOT,Street Light Condition,Descriptor for Plumbing,School,10001,STATEN ISLAND,Open,Resolution for complaint 283
285,08/15/2023 12:00:00 AM,09/04/2023 12:00:00 AM,FDNY,Blocked Driveway,Descriptor for Paint/Plaster,Residential Building,10002,QUEENS,In Progress,Resolution for complaint 284
